code,name,credits,description
MAT 2250,Calculus III ,Three,"This course is an investigation of limits, derivatives, and integrals of functions of more than one variable. 
We will study various applications of calculus, further topics of multivariable calculus, and ways in which 
calculus interplays with the other mathematical disciplines such as linear algebra, probability theory, 
and complex analysis. Prerequisites: MAT 1250 or permission of the mathematics program director. 
Three hours.  "
MAT 2280,Differential Equations ,credit,"A study of differential equations using analytical, numerical and graphical techniques. Emphasis is placed 
on solving first and second order, and systems of differential equations. Various types of differential 
equations, their solutions and their applications in physical sciences will be studied. Prerequisite: MAT 
2250. Three credit hours. 
 "
MAT 3130,Linear Algebra ,Three,"This course builds on the geometric interpretation of vectors and linear equations from Calculus 3 to 
consider a more abstract view of linear algebra using vector spaces and linear transformations. The 
history of linear algebra is interspersed throughout the course. Emphasis is placed on real life 
applications, and technology is used when necessary. Prerequisite: MAT 2250. Three hours. "
MAT 3200,Probability and Statistics  ,Three,"This first course in statistics provides a rigorous introduction to applied statistics.  Topics include 
sampling principles, elementary probability, the normal distribution, hypothesis testing, confidence 
intervals, inference on numerical and categorical variables, chi-squared, ANOVA, and linear regression.  
Multiple linear regression and logistic regression will be covered if time permits. Three hours. "
MAT 3280,College Geometry ,Three,"This course is a thorough investigation of the axioms and theorems of Euclidean geometry. Throughout 
this course we will also cover several topics in non-Euclidean geometry, symbolic logic, and axiomatic 
systems in general. This course is designed to thoroughly equip a future high school teacher with the 
content knowledge needed to successfully teach geometry. Prerequisite: MAT 2100 or permission of the 
mathematics program director. Three hours. "
MAT 3930,Independent Study in Mathematics ,Three,"An independent study in mathematics is designed for students who have excelled in several post-
calculus classes and desire to study a topic that is not currently available in the curriculum. A student 
wishing to take an independent study will establish a topic to study and seek out a faculty member to 
whom he or she will be responsible. Once a topic and a faculty member are determined, permission for 
the independent study must be obtained from the mathematics program director. Independent study in 


 
mathematics is a non-repeatable class. Prerequisites: MAT 2250, availability of professor, and 
permission of the mathematics program director. Three hours.  "
MAT 4020,Senior Seminar in Mathematics ,Three,"This is a capstone course for mathematics and mathematics education majors. This course will cover 
several topics that draw together the various mathematical disciplines, and will portray the global 
perspective of mainstream mathematics. This course may meet in conjunction with other capstone 
courses within the science division for a portion of the semester. Prerequisites: declared mathematics or 
mathematics education major; and MAT 2250. Three hours. "
MAT 4140,Abstract Algebra ,Three,"Standard algebra is a study of the arithmetic structure of numbers, and of functions of numbers. There 
are other objects that we study in mathematics besides numbers, and consequently other arithmetic 
structures; for example, matrices, functions, and permutations. Abstract algebra is the study of general 
arithmetic structures, and of functions of these general structures. In this course we study the axioms of 
group theory and develop the body of theorems associated with these axioms. If time permits, we will 
also investigate the axioms and theorems of ring theory and field theory. Prerequisite: MAT 2100 or 
permission of the mathematics program director. Three hours. "
MAT 4200,Probability Theory ,Three,"In this course we study the axioms and theorems of probability theory. We study probability 
distributions of discrete and continuous random variables, and many of their applications. Throughout 
this course we will use a significant amount of calculus to develop the theory of probability. 
Prerequisites: MAT 2250 and MAT 2100, or permission of the mathematics program director. Three 
hours. "
MAT 4320,Mathematical Statistics ,0,"This course is the study of multivariable statistics on real data sets. Correlation, hypothesis testing and 
ANOVA are highlights of this class, which require a significant use of calculus. Prerequisites: MAT 2250 
and MAT 3200. "
MAT 4280,Real Analysis ,Three,"Introduction to the fundamental concepts of real analysis. A study of the real number system, limits, 
sequences, series, convergence, functions, continuity, differentiability, and Riemann integration can all 
be touched on. Prerequisite: MAT 2100 or permission of the mathematics program director. Three 
hours. "
MAT 4830,Research in Mathematics  ,Three,"Research in mathematics is designed for students who have excelled in several post-calculus classes and 
have a desire to investigate the fine details of a topic in an attempt to advance the theory with new 
theorems, new proofs, or new applications. A student wishing to undertake such a research project 
must do so under the strict supervision of a faculty member and with the permission of the mathematics 
program director. The supervising faculty member must be willing to invest significant time into helping 
the student find appropriate resources, ask appropriate research questions, and seek out coherent 
answers to the questions asked. This course is intended to give students precursory experience into 
what a graduate thesis experience would be like. Research in mathematics is a non-repeatable class. 
Prerequisites: MAT 2200, availability of professor, and permission of mathematics program director. 
Three hours. 


 
 
PHYSICS "
PHY 2140,College Physics I  ,Four,"The first half of a basic course covering the topics of kinematics, dynamics, energy, waves and 
sound. Prerequisite - One of the following: MAT 1120, MAT 1230/40, ACT Math score of at least 26, SAT 
Math score of at least 610, passing of department placement exam, or permission of the instructor. 
Students must enroll concurrently in PHY 2150. Four hours. "
