code,name,credit hours,description
BIO 236,SPECIAL TOPICS IN MARINE BIOLOGY,3,"Core Area: Natural Science - Biology 
This course takes an interactive and interdisciplinary approach to understanding current topics in marine biology, including 
the closely related fields of chemical and physical oceanography.  Student will be expected to read scientific, peer reviewed 
articles, as well as their media counterparts.  In addition to learning content, students will practice assessing validity of 
arguments and articulating their own arguments in both an oral and written format.  Throughout the course, students will be 
exposed to various career paths within the field of marine biology.  This course is cross listed as NSB 236. 
 
BIO 236L – SPECIAL TOPICS IN MARINE BIOLOGY LAB: AN INTRODUCTION TO SCUBA DIVING (1) 
Core Area: Natural Science - Lab 
An introduction to SCUBA Diving is an optional lab component to Special Topics in Marine Biology that covers the basic skills 
and knowledge necessary to become SCUBA-certified in Open Water, including the history, theory, and practical applications 
of scuba-diving.  In addition, the course covers ways in which scuba diving is used in the study of marine biology.  There is an 
additional fee for this course."
BIO 255,PHARMACOLOGY,3,"Prerequisite:  Earned “C” grade or above in BIO 212 and CHE 104   
A study of the pharmacological properties of drugs relative to their origin, classification, and dosage with emphasis on 
pharmacodynamics and pharmacotherapeutics."
BIO 256,GEOGRAPHIC INFORMATION SYSTEMS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
BIO 257,GEOGRAPHIC INFORMATION SYSTEMS,3,"Prerequisite: Permission of instructor   
A Geographic Information System (GIS) is a structure for gathering, analyzing, and managing data in a spatial context.  Utilized 
by many disciplines, GIS allows for the analysis of spatial location and organizes data into digital information layers and allows 
for a variety of mapping outputs.  In this introductory course, students will learn fundamental concepts and components of 
a GIS, while operating a functional GIS and using ArcGIS software.  Some of the projects and data sets applied in the course 
could include those from natural sciences (e.g., suburban forest habitat), social sciences, arts and humanities. 
   
 
 
114 | COURSES OF INSTRUCTION"
BIO 301,COMPARATIVE ANATOMY,Organismic,
two 3,"hour labs)   
Prerequisite:  BIO 205   
Students will study the relationships of vertebrates by noting structural similarities and differences in each organ system.  
Representative vertebrates, Squalus, Necturus, and Felis are used for laboratory studies. 
 
BIO 304 - PHYSIOLOGY",4,"BIO 304L - PHYSIOLOGY LAB 
Prerequisite: BIO101, BIO102, BIO204, BIO205   
Co-requisite: BIO304L   
This course covers the fundamentals of physiology, emphasizing function from the molecular/cellular to the organ system 
level.  Laboratory exercises cover physiochemical aspects related to whole body regulation, animal and human responses, 
biochemical analysis, and/or computer/electronic instrumentation measurements of physiological principles.  Students 
cannot earn duplicate credit in BIO304 and BIO211/212."
BIO 305,MICROBIOLOGY,Organismic,
BIO 308,AQUATIC BIOLOGY,Ecological,
BIO 309,FIELD BIOLOGY,Ecological,
BIO 311,MARINE BIOLOGY,4,"BIO 311L - MARINE BIOLOGY LAB 
(3-hour lecture, 3-hours lab)   
Prerequisite: BIO 102   
Examines organisms living within the ocean.  The first part introduces the discipline of marine biology and basic material in 
geology, chemistry, and physics.  The second focuses upon the nature of life in the sea from microbes to marine vertebrates.  
The third section covers the fundamental principles of ecology and the major ecosystems of the marine environment.  Finally, 
the fourth examines the role of human on the world oceans."
BIO 315,INVERTEBRATE ZOOLOGY,Organismic,
BIO 317,DEVELOPMENTAL BIOLOGY,Cellular & Molecular,
BIO 318,ECOLOGY,Ecological,
BIO 319,CELL BIOLOGY,Cellular & Molecular,
BIO 325,ANIMAL BEHAVIOR,Ecological,
BIO 326,IMMUNOLOGY,Cellular & Molecular,
BIO 328,VERTEBRATE BIOLOGY,Ecological,
BIO 329,BOTANY,Organismic,
BIO 330,BIOCHEMISTRY,Cellular & Molecular,
BIO 333,BIOINFORMATICS,4,"BIO 333L - BIOINFORMATICS LAB 
BIO 333A – BIOINFORMATICS (lecture only) (3) 
Prerequisite:  BIO 206/206L and CIS 114 
An introduction to data analysis in the study of biology.  Topics covered will include concepts and trends in bioinformatics as 
well as methods for the analysis and representation of biological data (e.g., time series data, DNA, and protein sequence 
data)."
BIO 336,OCEANOGRAPY,3,"This course explores the main theories and applications within the field of oceanography, including chemical, biological and 
physical oceanography.  Students will learn how chemical, physical and biological processes in the ocean shape ecosystems, 
calibrate our climate, and control the productivity of our oceans. 
 
BIO 336L – OCEANOGRAPHY LAB (1) 
This lab will provide hands on experience in reading marine charts and oceanographic maps and in performing 
demonstrations and experiments that illustrate physical, geological and biological processes in the world oceans.  This lab 
reinforces the main theories and applications within the field of oceanography taught in the lecture portion of the course."
BIO 340,VERTEBRATE HISTOLOGY,Organismic,
BIO 341,MOLECULAR GENETICS,Cellular & Molecular,
BIO 355,TOPICS IN BIOLOGY,Variable Credit,"Courses will be offered under this number if the content will cover subjects not covered in other courses.  Special topics 
courses are dependent on the expertise of instructor, needs of student or presentation of an unusual learning opportunity."
BIO 400,INDEPENDENT STUDY AND RESEARCH,1- 4,"Students can earn one to four credit hours in an independent study supervised by a departmental faculty member.  These 
courses are recommended for juniors and seniors."
BIO 401,GERONTOLOGY PRACTICUM,1-3,"A practicum is an educationally directed learning experience in a gerontological setting.  Emphasis is placed on biological, 
psychological, and sociological aspects."
BIO 455,SPECIAL TOPICS,3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
 
COURSES OF INSTRUCTION 
 | 117"
