Course Code,Course Title,Credit Hours,Description
CIS 133,BRAND IDENTITY DESIGN,1," 
This course introduces students to common contemporary practices of corporate brand identity design. 
Review and discussion of brand -building concepts are researched and analyzed.  
 "
CIS 134,GRAPHIC IMAGING (ADOBE® PHOTOSHOP®),3," 
Learn the intricacies of scanning and editing images for producing practical and expressive i mages on a 
computer using Adobe® Photoshop® software.  
 "
CIS 135,OPEN SOURCE WEB DESIGN,1," 
This course will explore several open source web design software programs available, their risks and 
advantages in the web development arena. Students will create an eCommerce website, learn to manage 
the site using open source utilities available and discover strategies for the security of website information 
and eCommerce transactions.  
 
 "
CIS 136,INTEGRATED DESIGN (ADOBE® INDESIGN®),3," 
Learn the basics o f desktop publishing using Adobe® InDesign®. Students use computers and laser printers 
to create professional -looking publications that incorporate illustrations and bitmap graphics.  
Prerequisite: CIS 127  
 "
CIS 137,DIGITAL PHOTOGRAPHY I,3," (Same as ART 137)  
This course demonstrates how to use and handle a digital camera, capturing the image, editing and 
processing images for output — such as printing, or preparing images for upload to the Internet for 
websites or social media platforms. The class will in clude techniques and instruction on layout, 
composition, rules of design, history of photography, and Adobe® Photoshop® or image -altering  
program applications.  
 "
CIS 138,IMAGE EDITING APPLICATIONS,1," 
Students will be exposed to current applications and  technical aspects of image manipulation in a variety 
of contexts. They will become familiar with applications through research, demonstrations and structured 
exercises as well as open -ended assignments.  
 "
CIS 143,HTML,2," 
Create web pages using HTML. St udents will learn techniques  and strategies to build and promote 
successful web pages. Features such as columns, frames, image maps and META tags will be covered in 
this course.  
Prerequisite: CIS 095*  
 "
CIS 146, WEB DESIGN & DEVELOPMENT,3," 
Do you want to  build web pages but have no previous experience? This course will start with the basics of 
web design and progress to creating a dynamic and interactive web site that adapts for mobile devices. 
You will learn how to use the latest techniques, best practic es, and current web standards including 
HTML5, CSS#, and JavaScript.  
 "
CIS 158,PROGRAMMING LOGIC,3," 
Students explore the development of logic and theory for writing business programs that control             
the operation of a computer. The course covers the development of both structured design and                
object -oriented design. Topics include control structures, arrays, data validation, testing and debugging.  
Prerequisite: CIS 095*  
 "
CIS 165,JAVA PROGRAMMING,3," 
Students use procedural and object -oriented programming capabilities to design, develop, and test 
computer programs. Topics covered include control structures, methods, object -oriented programming, 
classes, applets and user interfaces.  
Prerequisites: CIS 095* and MAT 033* or higher  
  "
CIS 170,PROGRAMMING IN C++,3," (Same as CPS 177)  
Students study digital computing systems and how they are used to solve problems. Students use 
procedural and object -oriented programming capabilities to d esign, develop, and test computer programs. 
Topics covered include program development, functions, control structures, text file operations, classes, 
recursion, arrays and pointers.  
Prerequisites: CIS 095* and MAT 033* or higher  
 
 
 "
CIS 174,PC REPAIR/A+ HAR DWARE COMPONENT,3," 
Course covers basic computer theory, logic, technological evolution, fundamental PC components, I/O 
peripheral identification, implementat ion, functionality, and printer f undamentals  / types  / diagnostics  / 
troubleshooting  / basic re pair.  
 "
CIS 175,PC REPAIR/A+ SOFTWARE COMPONENT,3," 
Students gain familiarization with basic DOS functionality and manipulation for diagnostics, 
troubleshooting and repair with Microsoft Windows O/S. Installation, configuration, troubleshooting, 
diagnost ics, upgrade familiarity with necessary Microsoft product for A+ certification.  
Prerequisite: CIS 174  
 "
CIS 176,A+ CERTIFICATION EXAM PREPARATION,1," 
Focus on A+ core exam module component essentials/ fundamentals, includes real -time test environment 
and materials.  
Prerequisite: CIS 175  
 "
CIS 179,NETWORK+ CERTIFICATION EXAM PREPARATION,1," 
Focus on Network+ core ex am module component essentials/ fundamentals to include real -time test 
environment and materials.  
Prerequisite: CNS 101  
 "
CIS 183,INTRODUCTION TO ANIMATION,3," 
This course introduces students to the techniques necessary to produce animated digital image 
sequences. Using industry standard software tools, students develop graphics and initiate the movement 
of their 2D and 3D obj ects in frame animation by actions such as rotating, scaling and tweening.  
Prerequisite: CIS 134  
 "
CIS 188,PRINT PRODUCTION,3, 
CIS 201,ADVANCED INFORMATION TECHNOLOGIES,3," (Same as ECM 201)  
This course enhances electronic communication skills and computer concepts essential to usi ng current 
advanced information technologies. Topics include web collaboration, web conferencing, web 2.0 
applications, social media, mobile computing, file conversions and cross -platform compatibility.  
 "
CIS 210,OFFICE ADMINISTRATION SYSTEMS,4," 
Develop and integrate administrative support skills in communication, information technologies, 
administrative procedures and problem solving. Topics include: records management, 
informat ion/communication systems, including electronic, space man agement and ergonomics, quality 
and productivity improvement techniques, meeting/travel planning, record preparation/presentation and 
employment skills. Keyboarding skills are essential.  
Prerequisit e: CIS 120  
  "
CIS 220,DATABASE SYSTEMS,3," 
This course covers the fundamental concepts of database systems focusing on design, implementation, 
and management. Relational, object -oriented, noSQL, and distributed database systems will be studied. 
Topics in clude data models, normalization, SQL, database administration, and connectivity to the Internet.  
 "
CIS 232,INTEGRATED DESIGN II (ADOBE® INDESIGN®),3," 
Students will design creative publications via Adobe® InDesign® while integrating designs from Adobe® 
Photoshop® and Illustrator®. Topics in this class include: page layouts, styles, layers, color separation and 
interactive PDFs.  
Prerequisites: CIS 128 and CIS 132 or CIS 136  
 "
