code,name,credit hours,description
AMT 110,Machine Fundamentals,3,"This course gives students detailed hands-
on knowledge of sheaves, bearings, gearing, 
couplings, lubrication, pumps, power 
transmission, and shaft alignment. Aspects 
of maintenance, prime movers, mechanical 
troubleshooting, and failure analysis of 
mechanical power transfer systems are also 
covered.
Recommended Prereq: MTT100.
(2 lec/2 lab) 
3 sem hrs"
AMT 120,Automated Systems I,3,"This course covers commercial and 
industrial uses of motors and motor control 
circuits. Emphasis is placed on reading and 
understanding logic and wiring schematics. 
Students spend lab time wiring control systems, 
from simple logic circuits to more complicated 
relay and timer-based motor controls.
Recommended Prereq: AMT 102; MTT100.
(2 lec/2 lab) 
3 sem hrs"
AMT 121,Automated Systems II,3,"This course is a continuation of the study into 
motor controls and automation. Topics include 
sensors, semi-conductors, power supplies, soft-
start-stop controllers, variable speed drives and 
Programmable Logic Controllers (PLC). Lab 
time is spent wiring control circuits utilizing 
the above and programming variable frequency 
drives for specific purposes. PLC wiring and 
programming are introduced.
Recommended Prereq: AMT120.
(2 lec/2 lab) 
3 sem hrs"
AMT 122,Automated Systems III,3,"This advanced course is a continuation of the 
study into automation and system interactions. 
Topics include design, lay-out, and wiring 
control panels for specific purposes both 
high and low voltage components. Variable 
speed drive, sensors, and Programmable 
Logic Controllers (PLC) programming are 
further studied. Ladder logic diagrams, wiring 
schematics, and highway diagrams for a control 
system are examined.
Recommended Prereq: AMT121.
(2 lec/2 lab) 
3 sem hrs
98
2023/2024
Course Descriptions
Automation Technology"
AMT 130,Fluid Power,3,"This course introduces students to the field 
of fluid power. Students learn the basic laws 
that govern the generation and transmission 
of pneumatics and hydraulics, the basic 
components of hydraulic and pneumatic 
systems, and how those components work to 
form simple circuits. Lab time is spent building 
and troubleshooting common fluid power 
circuits including determining appropriate 
piping sizes, flow-paths, and the theory of 
operation is also covered.
(2 lec/2 lab) 
3 sem hrs"
AMT 200,Automated Programming I,3,"This course deals with the fundamentals 
of Programmable Logic Controllers (PLC), 
programming basics of PLCs, troubleshooting, 
and system interconnections. Topics include 
various types of logic diagrams, tables, 
equations or symbols, microprocessor control, 
and logic functions.
(2 lec/2 lab) 
3 sem hrs"
AMT 201,Automated Programming II,3,"This course is an advanced course studying 
troubleshooting methods for electrical, 
hydraulic, pneumatic, and Programmable Logic 
Controller (PLC) systems through the use and 
understanding of blueprints. Open and closed 
loop control systems are examined including 
servo systems and Proportional Integral 
Derivative (PID) control. Programming through 
sequential function block, Grafcet, or sequential 
relay logic program parameters are emphasized.
Recommended Prereq: AMT200.
(3 lec/0 lab) 
3 sem hrs
Automotive Technology  
(AUT)"
AUT 100,Maintenance and Light ,2,"Repair
This course is intended to provide individuals 
with the knowledge and experiences to meet 
Maintenance and Light Repair Tasks outlined 
by ASE. An emphasis is placed on shop 
safety, vehicle systems information, and shop 
procedures that are required. Employment 
options and responsibilities in the automotive 
field are also covered.
(1 lec/2 lab) 
2 sem hrs"
AUT 105,Automotive Recycling,3,"This course introduces the industry of 
automotive recycling. Emphasizing the Illinois 
Green Certified Automotive Recycler Car 
Program Standards, dismantling techniques, 
safety requirements, quality control, 
environmental best practices and parts grading 
are studied in this course. Students learn of the 
variety of career choices within the automotive 
recycling industry such as dismantler and 
inventory specialist, and in supporting 
industries such as auto body repair and auto 
technology.
(3 lec/0 lab) 
3 sem hrs"
AUT 110,Engine Service I,3,"This course is designed to provide background 
in design, troubleshooting and service 
procedures of automotive engines. Use 
of service manuals, shop safety and shop 
procedures are covered. Students participate in 
the disassembly, identification and inspection of 
the engine components, and reassembly of the 
engine. This class is a hands-on experience of 
engine rebuilding and problem diagnosis.
Recommended Prereq: AUT100.
(1 lec/5 lab) 
3 sem hrs"
AUT 111,Automotive Power Trains,3,"This lecture-lab course is designed to provide 
the student an opportunity to learn the design, 
operation and service procedures of automotive 
power train components. Clutches, manual 
transmissions, transaxles, differentials and 4 x 4 
service are covered.
Recommended Prereq: AUT100.
(1 lec/5 lab) 
3 sem hrs"
AUT 112,Automotive Brake Systems,3,"This lecture-lab course is designed to provide 
the student with a thorough understanding of 
the design, operation, and service procedures 
related to the complete automotive braking 
system. Both import and domestic designs 
are covered. Antilock brake systems and their 
relationship to steering stability, TPMS, and 
traction control systems are also discussed.
Recommended Prereq: AUT100.
(1 lec/5 lab) 
3 sem hrs"
AUT 113,Automotive Electrical/ ,3,"Electronic Systems
This lecture-lab course is designed to provide 
the necessary knowledge and skills needed 
to service modern automotive electrical/
electronic systems. Basic electrical/electronic 
topics including circuit types and designs, 
electromagnetism principles, wiring diagram 
analysis, wire service, and electrical fault 
diagnosis are stressed. Operation and diagnosis 
of battery, starting, charging, and lighting 
systems are detailed.
Recommended Prereq: AUT100.
(1 lec/5 lab) 
3 sem hrs"
AUT 116,Automotive Service Adviser,3,"This course will prepare the student with the 
skills and knowledge necessary for a service 
adviser to successfully perform the duties 
associated with this role. The Automotive 
Service Adviser course will emphasize the 
areas of communication, product knowledge 
and shop operations in order to provide 
the framework for the student to succeed 
professionally in the service sector.
Recommended Prereq: AUT100.
(3 lec/0 lab) 
3 sem hrs"
AUT 117,Automotive Parts Specialist,3,"This course prepares the student for a variety 
of career opportunities in the automotive parts 
field. Areas to be covered include counter and 
phone sales, inventory management, product 
displays, core returns, automotive systems, 
and in-store testing of components. Emphasis 
is placed on professionalism, workplace safety, 
and environmental responsibility.
Recommended Prereq: AUT100.
(3 lec/0 lab) 
3 sem hrs"
AUT 120,Engine Service II,3,"This advanced course in automotive engine 
service presents maintenance and service on 
some of the more common procedures and 
repairs on gasoline engines and related areas. 
Students will learn how to diagnose engine 
issues as well as gain experience with common 
engine repairs.
Recommended Prereq: AUT100; AUT110.
(1 lec/5 lab) 
3 sem hrs"
AUT 122,Automotive Suspension and ,3,"Wheel Alignment
This lecture-lab course is designed to provide 
the students an opportunity to learn the design, 
operation, and service procedures relating 
to automotive chassis and undercar systems. 
Specific areas of study include tire and wheel 
service, steering system diagnosis and repair, 
complete suspension service, and modern 
four-wheel alignment procedures. Basic theory, 
operation, and service relating to tire monitor 
systems, traction control, and electronic 
steering stability systems are also covered.
Recommended Prereq: AUT100.
(1 lec/5 lab) 
3 sem hrs"
AUT 123,Automotive Ignition Systems,3,"This lecture-lab course is designed to provide 
students with a thorough understanding and 
detailed knowledge of modern automotive 
ignition systems. Components of the primary 
and secondary ignition system are identified 
and discussed in detail. Both distributor-based 
and distributorless, including coil-over-plug 
ignition designs are discussed. Ignition related 
driveability diagnostic, troubleshooting, and 
service procedures are also covered.
Recommended Prereq: AUT100.
(1 lec/5 lab) 
3 sem hrs
99
www.waubonsee.edu
Course Descriptions
Automotive Technology"
AUT 124,Automotive Fuel and ,3,"Emission Systems
This course examines the design, operations, 
diagnosis, service, and repair of various fuel 
delivery and emission components. Covered 
topics include fuel injection, fuel pumps 
and fuel delivery system circulation and air 
measurement devices.
Recommended Prereq: AUT100; AUT113.
(1 lec/5 lab) 
3 sem hrs"
AUT 231,Automatic Transmissions/ ,3,"Transaxles
This lecture-lab course in automatic 
transmission/transaxle theory and service 
covers the current more popular transmissions/
transaxle drive units including electronic 
transmissions. Students participate in 
inspection disassembly, repair, reassembly and 
mechanical and electrical testing of automatic 
transmissions/transaxles.
Recommended Prereq: AUT100; AUT111.
(1 lec/5 lab) 
3 sem hrs"
