Course Code,Course Title,Credit Hours,Description
BIO 206 ,Medical Terminology ,4,"(4 clock hour lecture and 2 clock hour lab periods per week). Medical terminology 
is the study of the principles of medical word building. Word building systems approach will be used to learn word parts 
that are used to construct or analyze new terms. The course focuses on correct pronunciation, spelling and use of the 
medical terms. The course is organized by body systems, pathological conditions, diagnostic tests, treatments and 
procedures. Practicum exercises in the form of labs are required. These will involve the construction of system specific 
medical terms using correct suffixes, prefixes, and word roots. Also, the students will practice identifying and listing 
commonly used abbreviations.  The students will correlate the terms and abbreviations with appropriate clinical 
scenarios. Prerequisite: None. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 227 ~"
BIO 311 ,Principles of Genetics ,3,". A primary emphasis on classical concepts with an integration of microbial and 
molecular genetics at crucial points. Laboratory exercise includes use of plants, animals and microbes. Prerequisite: CHE 
101 and CHE 101L and CHE102 and CHE102L and BIO 103 and BIO 103L. Corequisites: BIO 311L."
BIO 311L ,Principles of Genetics Lab ,1,"(2 clock hour lab period per week). A companion lab for BIO 311 covering the 
lecture topics. Prerequisite: CHE 101 and CHE101L and CHE102 and CHE102L and BIO 103 and BIO 103L. 
Corequisites: BIO 311."
BIO 321 ,Introduction to Parasitology ,3,". A survey of the parasitic protozoa and helminth found in man and animals. 
Emphasis is placed on geographical distribution, morphology, habitat, life-cycles and methods of reproduction, 
transmission, pathogenesis and symptomatology diagnosis, and prevention. Prerequisite: BIO 201 and BIO 201L. 
Corequisites: BIO 321L."
BIO 321L ,Introduction to Parasitology Lab ,1,"(2 clock hour lab period per week). A companion lab for BIO 321 
covering the lecture topics. Prerequisite: BIO 201 and BIO 201L."
BIO 322 ,General Entomology ,3,". External and internal anatomy, physiology, life cycles, orders and control of 
insects. Special emphasis will be placed upon species of economic importance in the South. Prerequisite: BIO 201 and"
BIO 322L ,General Entomology Lab ,1,"(2 clock hour lab period per week). A companion lab for BIO 322 covering the 
lecture topics. Prerequisite: BIO 201 and BIO 201L. Corequisites: BIO 322."
BIO 324 ,Ecotoxicology I ,3,". Principles of toxicology; introduction to metallic and organic poisons as environmental 
pollutants; effects of poisons and environmental pollutants on life process. Prerequisite: BIO 205 or instructor consent. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 228 ~"
BIO 325 ,Ecotoxicology II ,3,". Principles of toxicological bioassays will be introduced. Methods of bioassays 
including microbial, vertebrate and chemical. Prerequisite: BIO 324."
BIO 330 ,Microbiology ,3,". A study of the properties of microorganisms, their influence on hygiene, disease 
transmission, higher plants, animals, agriculture and industry. Instruction in laboratory techniques in identification, 
staining and culturing selected microorganisms. Prerequisite: (BIO 101 and BIO 101L and BIO 102 and BIO 102L) or 
(BIO 103 and BIO 103L)."
BIO 330L ,Microbiology Lab ,1,"(2 clock hour lab period per week). A companion lab for BIO 330 covering the lecture 
topics. Prerequisite: (BIO 101 and BIO 101L and BIO 102 and BIO 102L) or (BIO 103 and BIO 103L)."
BIO 340 ,Developmental Biology ,3,". The embryology and morphogenesis of the vertebrates; fertilization of the egg, 
stages of cleavage, and development of organs and systems. Laboratory studies of the development of the chick, pig and 
human. Prerequisite: (BIO 221 and BIO 221L) or (BIO 202 and BIO 202L). Corequisites: BIO 340L."
BIO 340L ,Developmental Biology Lab ,1,"(2 clock hour lab period per week). A companion lab for BIO 340 covering 
the lecture topics. Prerequisite: (BIO 221 and BIO 221L) or (BIO 202 and BIO 202L). Corequisites: BIO 340."
BIO 344 ,Principles of Plant Taxonomy ,3,". Classification and identification of vascular plants. A brief discussion of 
the process of speciation and evolution. Basic practice in the use of manuals and keys in identifying vascular plants. 
Three two-hour classes per week. Prerequisite: BIO 203 and BIO 203L and BIO 204 and BIO 204L. Corequisites: BIO 
344L."
BIO 344L ,Principles of Plant Taxonomy Lab ,1,"(2 clock hour lab period per week). A companion lab for BIO 344 
covering the lecture topics. Prerequisite: BIO 203 and BIO 203L and BIO 204 and BIO 204L. Corequisites: BIO 344."
BIO 350 ,Selected Supplementary Topics in Science ,3,". This course is designed to cover selected topics in science 
for Biology/Secondary Education majors. The course will focus on physics, chemistry, and earth science supporting 
competencies for biology education majors. Supporting chemistry competencies covered in this class consists of 
concepts of general chemistry, biochemistry, and basic laboratory techniques. Supporting physics competencies covered 
in this course consist of light, sound, optics, electricity, energy and order, magnetism, and thermodynamics. Earth and 
space science supporting competencies covered consist of energy and geochemical cycles, climate, oceans, weather, 
natural resources, and changes in the earth. Further, this course will focus on implantation and utilization of science 
specific technology. Prerequisite: Admission to EPP."
BIO 402 ,Limnology ,3,". A study of the physical and chemical factors affecting the biology ponds, lakes, reservoirs, 
and streams. It includes the use of various instrumentations in biological monitoring. Prerequisite: (BIO 101 and BIO 
102 and CHE 101 and CHE 102) or instructor consent. Corequisites: BIO 402L."
