code,name,credits,description
STA 0400,"Universidad de Belgrano – Buenos Aires, Argentina ",0,"STA 0460 Universidad Antonio de Nebrija – Madrid, Spain "
STA 0430,"Université de Bourgogne – Dijon, France ",credit,"STA 0540 Université Laval – Quebec, Canada 
 
Students typically register for 16–18 credit hours during a fall and spring semester and 12 credit hours 
during a summer term. 
 
Students can participate in the following programs for languages not offered on campus (Korean, Arabic, 
Hungarian, German, etc.). "
STA 0620, Middle East Studies Program ,0,"STX 3000  Handong Global University Exchange  
 "
STX 4000,"   Károli Gáspár University of the Reformed Church in Hungary –Budapest, Hungary ",6," 
For further information regarding current member institutions and courses offered, please contact the 
Modern Languages Program Director or Institute for Global Studies. Study Abroad Program locations 
and institutions are subject to change, based upon availability. 
 
Language students are required to take the Oral Proficiency Interview (OPIc) to evaluate their 
proficiency in their target language. For students in the language education program, the minimum level 
for graduation is Advanced Low. 
Bachelor of Arts Language Requirement 
The Bachelor of Arts degree requires that students demonstrate proficiency in a single language. This 
may be accomplished in the following ways: 
● Students complete two courses (6 hours) in a single modern or ancient language (e.g., Spanish, 
French, Hebrew, Greek, or any language currently offered through Go Study or Go Exchange). 
Students with prior language instruction and/or strong language skills may take the online 
Foreign Language Placement Exam (FLPE) to determine in which course level to enroll. 
● Students who place into the 2020-level of a language (e.g., SPA 2020) based on the online 
Foreign Language Placement Exam (FLPE) may contact the Modern Languages Program Director 
and arrange to take the department exam. The fee for the department exam is $120. Students 
who score in the “Intermediate Mid” level on the department exam may receive credit for 2010 
(3 hours), and enroll in 2020 (3 hours) to satisfy the B.A. language requirement. Students 
Grace College and Seminary Catalog | 2023 - 2025      
 
Humanities 
 18                                           "
and 2020,"(6 hours), thereby satisfying the B.A. language requirement. Students wishing to ",3,"pursue this option should schedule the department exam within the first four weeks of their 
first semester at Grace College and Seminary. 
● Students may earn language credits based on their Advanced Placement (AP) language exam 
score. Students with a score of 4 or 5 on an AP language exam receive credit for 1020 (3 hours) 
and enroll in 2010 to satisfy the B.A. language requirement.  
Foreign Language Placement Examination (FLPE)  
Students with previous language experience in Spanish or French should complete the Foreign Language 
Placement Examination (FLPE) prior to arriving on campus. There is no cost for the placement exam. Go 
to http://bit.ly/2P9yP76. You will need to enter your Grace Student ID. Each question is selected based 
on previous responses and the test is usually completed within 30 to 45 minutes. Please note that the 
online Foreign Language Placement Exam (FLPE) is a placement exam only; no credits will be awarded 
based on the FLPE.  
 
Department Exam 
Students who place into or beyond the 2020-level on the Foreign Language Placement Examination 
(FLPE) may contact the Modern Languages Program Director to arrange to take the department exam, 
which is the ACTFL OPIc. Unlike the FLPE, the department exam is a credit-bearing exam that tests oral 
proficiency. The fee for the department exam is $120. Students who score in the “Intermediate Mid” 
level on the department exam receive credit for 2010 (3 credits). Students who score in the 
“Intermediate High” level receive credit for 2010 and 2020 (6 credits). Students who score below the 
“Intermediate Mid” level on the department exam receive no credits. Students must schedule the 
department exam within the first four weeks of their first semester at Grace College and Seminary. 
 
CLEP Examination  
CLEP Examination Credits may not be used to satisfy the B.A. language requirement. Students who 
complete a foreign language CLEP exam will receive general elective credit that will count toward overall 
credits needed to graduate.  
 
International Students and Foreign Transfer Credits 
Students who have received the equivalent of a high school diploma in a country in which the primary 
language is other than English may be granted the language requirement for a B.A. through transfer 
credits. In order to receive the 6 transfer credits, students must submit the foreign high school transcript 
to the Modern Languages Program Director for approval. 
Modern Languages Majors 
The French and Spanish majors provide an opportunity for focused study in a single language. The 
requirement for the language majors is 40-42 credit hours in the department. A minor is required. For 
most language majors, at least 12 credit hours must be taken through an approved study abroad 
program. 
 
Grace College and Seminary Catalog | 2023 - 2025      
 
Humanities 
 19                                           "
FRE 2010,Intermediate French I ,0,FRE 2020 Intermediate French II 
FRE 2120,Advanced French Conversation ,0,FRE 3870 The Art of French Composition 
FRE 3800,Topics in French Literature ,0,FRE 3880 French & Francophone Culture & Civilization 
HUM 3100,Cross-Cultural Communication ,0,OPIc Oral Proficiency Interview by computer (0 credits) 
HUM 4900,Humanities Capstone Seminar ,credit," 
Study Abroad (16 credit hours) * 
 
Upon returning to Grace, any student still needing hours in the major area may take a combination of 
the following courses: 
 "
FRE 3810,Readings ,0,FRE 3920 Independent Study 
FRE 4520,French Teaching Practicum ,credit," 
*Study Abroad Note: 
A minimum of 12 credit hours must be taken abroad at Université de Bourgogne, Dijon, France, or at 
Laval University, Quebec, Canada. 
 
SPANISH MAJOR 
Spanish Common Experience (21 hours): "
SPA 2010,Intermediate Spanish I ,0,SPA 2020 Intermediate Spanish II 
SPA 2200,Advanced Spanish Conversation ,0,SPA 3200 The Art of Spanish Composition 
SPA 3215,Topics in Hispanic Literature ,0,SPA 3225 Topics in Hispanic Culture & Civilization 
HUM 3100,Cross-Cultural Communication ,0,OPIc Oral Proficiency Interview by computer (0 credits) 
HUM 4900,Humanities Capstone ,16," 
Study Abroad (16 hours) * 
 
Upon returning to Grace, any student still needing credits in the major area may take a combination of 
the following courses: 
 "
SPA 3810,Readings ,0,SPA 3920 Independent Study 
SPA 4520,Spanish Teaching Practicum ,0," 
 
Grace College and Seminary Catalog | 2023 - 2025      
 
Humanities 
 20                                           "
SPA 2010,Intermediate Spanish I ,0,SPA2020 Intermediate Spanish II 
SPA 2200,Advanced Spanish Conversation ,0,SPA 3225 Topics in Hispanic Culture & Civilization 
SPA 3200,The Art of Spanish Composition ,0,FRE 2010 Intermediate French I 
FRE 2020,Intermediate French II ,0,FRE 2120 Advanced French Conversation 
FRE 3800,Topics in French Literature ,0,FRE 3870 The Art of French Composition 
HUM 4900,Humanities Capstone ,15," 
Modern Languages Concentration (12-15 hours): 
    STA---- Study Abroad language and culture courses (Korean, Hungarian, German, or Arabic), chosen in  
             consultation with student’s academic adviser 
 
Modern & Biblical Languages Concentration (15 hours): 
    Choose Biblical Language Track: Greek or Hebrew (9 hours): "
GRE 1010,Greek I ,0, 
GRE 1020,Greek II ,0, 
GRE 2010,Greek Exegesis I ,0, 
HEB 1010,Hebrew I ,0, 
HEB 1020,Hebrew II ,0, 
HEB 1030,Hebrew III ,6,"    Choose 2 Electives (6 hours): 
 "
SPA 3215,Topics in Hispanic Literature ,0, 
SPA 3810,Spanish Readings ,0, 
SPA 3930,Spanish Independent Study ,0, 
FRE 3770,French Elective ,0, 
FRE 3880,French & Francophone Culture & Civilization ,0, 
FRE 3810,French Readings ,0, 
FRE 3930,French Independent Study ,0, 
ENG 3300,Introduction to Linguistics ,0, 
HUM 3100,Cross-Cultural Communication ,0,"Grace College and Seminary Catalog | 2023 - 2025      
 
Humanities 
 21                                           "
FRE 2010,Intermediate French I ,0,FRE 2020 Intermediate French II 
FRE 2120,Advanced French Conversation ,0,FRE 3800 Topics in French Literature 
FRE 3870,The Art of French Composition ,15,"FRE 3880 Topics in French & Francophone Culture & Civilization 
 
OPIc Oral Proficiency Interview by computer (Advanced Low – minimum requirement) 
 
Study Abroad – upper level electives (15 hours) * 
 
Education Requirements (39 hours): "
